timestamp,raw_packet,raw_data,ID,data_bin,decimal_value
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 03 64 00 00 FF,03640000,3,011001000000000000000000,50.0
1766332581.678779,FF 04 00 00 00 FF,04000000,4,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 03 64 00 00 FF,03640000,3,011001000000000000000000,50.0
1766332581.678779,FF 04 00 00 00 FF,04000000,4,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 03 64 00 00 FF,03640000,3,011001000000000000000000,50.0
1766332581.678779,FF 04 00 00 00 FF,04000000,4,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 03 64 00 00 FF,03640000,3,011001000000000000000000,50.0
1766332581.678779,FF 04 00 00 00 FF,04000000,4,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 03 64 00 00 FF,03640000,3,011001000000000000000000,50.0
1766332581.678779,FF 04 00 00 00 FF,04000000,4,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 03 64 00 00 FF,03640000,3,011001000000000000000000,50.0
1766332581.678779,FF 04 00 00 00 FF,04000000,4,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.678779,FF 03 64 00 00 FF,03640000,3,011001000000000000000000,50.0
1766332581.678779,FF 04 00 00 00 FF,04000000,4,000000000000000000000000,0.0
1766332581.678779,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.701814,FF 03 64 00 00 FF,03640000,3,011001000000000000000000,50.0
1766332581.701814,FF 04 00 00 00 FF,04000000,4,000000000000000000000000,0.0
1766332581.701814,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
1766332581.701814,FF 01 00 00 00 FF,01000000,1,000000000000000000000000,0.0
